"projects.city","projects.id","projects.num","projects.additionalities","projects.otherBenefits","projects.fullName","projects.thumbnail","projects.description","projects.shortDescription","projects.proponents","projects.publicUrl","projects.registry","projects.status","projects.countryCode","projects.state","projects.startDate","projects.creditingPeriodStartDate","projects.estimatedAnnualMitigations","projects.validators","projects.documentation","projects.sector.id","projects.sector.title","projects.sector.methodology","projects.methodology.id","projects.methodology.title","projects.methodology.__typename","projects.type.description","projects.type.id","projects.type.title","projects.location.lat","projects.location.lng","projects.kmlFile.id","projects.kmlFile.uri","projects.kmlFile.type","projects.kmlFile.name","projects.kmlFile.isPublic","projects.kmlFile.createdAt"
"Ankara","4a7600c2-7397-48c6-95d3-46e1a8350a8c",379,
